,NodeID,Repository,About_Topics,OwnerName,OwnerType,StarsNorm,ForkNorm,WatcherNorm
1861,1862,medicaldetectiontoolkit,"The Medical Detection Toolkit contains 2D + 3D implementations of prevalent object detectors such as Mask R-CNN, Retina Net, Retina U-Net, as well as a training and inference framework focused on dealing with medical images.   || detection,retina-unet,object-detection,mask-rcnn,3d-models,deep-learning,retina-net,deep-neural-networks,segmentation,semantic-segmentation,u-net,3d-mask-rcnn,3d-object-detection,medical-imaging,medical-image-processing,medical-image-computing,medical-image-analysis,pytorch-deeplearning,pytorch-cnn,pytorch-implementation",German Cancer Research Center,Organization,0.361108044658757,0.4126987529801,0.370580397359013
1863,1864,decaNLP,"The Natural Language Decathlon: A Multitask Challenge for NLP || deep-learning,natural-language-processing,multitask-learning",Salesforce,Organization,0.444242064961376,0.440615421706093,0.459182806261828
1864,1865,BotSharp,"The Open Source AI Chatbot Platform Builder in 100% C# Running in .NET Core with Machine Learning algorithm. || artificial-intelligence,natural-language-processing,chatbot,chatbot-framework,nlp,nlu,automation",SciSharp,Organization,0.372951627018195,0.417005522764154,0.459182806261828
1865,1866,osqp,"The Operator Splitting QP Solver || optimization,quadratic-programming,convex-optimization,machine-learning,lasso,svm,control,model-predictive-control,portfolio-optimization,solver,numerical-optimization",University of Oxford,Organization,0.347328576101151,0.403324832932135,0.363121577302764
1869,1870,asteroid,"The PyTorch-based audio source separation toolkit for researchers || source-separation,speech-separation,audio-separation,speech-enhancement,deep-learning,pytorch,pretrained-models",Ateroid,Organization,0.361435302083202,0.410151508339718,0.361883383941549
1872,1873,Swift-AI,"The Swift machine learning library. || swift,machine-learning,deep-learning,artificial-intelligence,ios,macos,ocr",Swift-AI,Organization,0.689125787831172,0.462162670332948,0.746502406272728
1873,1874,server,"The Triton Inference Server provides an optimized cloud and edge inferencing solution.  || inference,gpu,machine-learning,deep-learning,cloud,datacenter,edge",Nvidia,Organization,0.450184509481393,0.459888181613154,0.429191084185348
1876,1877,awesome-ml-demos-with-ios,"The challenge projects for Inferencing machine learning models on iOS || ios,machine-learning,coreml,mlkit,tensorflow,tensorflow-lite,demo,awesome,inference",applicable-ml,Organization,0.349460825340291,0.389133716604673,0.361883383941549
1877,1878,speedchallenge,The comma.ai Speed Prediction Challenge! || ,Comma.ai,Organization,0.346618894717316,0.419562425542722,0.359411341200661
1882,1883,fastbook,"The fastai book, published as Jupyter Notebooks || notebooks,fastai,deep-learning,machine-learning,data-science,python,book",fast.ai,Organization,0.953929141981073,0.928908673849704,0.836579338569908
1883,1884,fastai,"The fastai deep learning library || deep-learning,machine-learning,pytorch,python,gpu,fastai,notebooks,colab",fast.ai,Organization,0.999174535873688,0.994714463677809,0.942350899904751
1885,1886,DeBERTa,"The implementation of DeBERTa || bert,deeplearning,representation-learning,roberta,language-model,natural-language-understanding,self-attention,transformer-encoder",Microsoft,Organization,0.340064119888742,0.386782286559262,0.344705601831862
1886,1887,pytorch-lightning,"The lightweight PyTorch wrapper for high-performance AI research. Scale your models, not the boilerplate. || python,deep-learning,artificial-intelligence,ai,pytorch,data-science,machine-learning",PyTorchLightning,Organization,0.971341178774078,0.637984534229177,0.586200286919281
1889,1890,GamestonkTerminal,"The next best thing after Bloomberg Terminal || gamestonk-terminal,bloomberg-terminal,terminal-app,python,investment,investment-analysis,machine-learning,artificial-intelligence",GamestonkTerminal,Organization,0.795222022836834,0.51221956003899,0.55248204743192
1890,1891,airbrake,"The official Airbrake library for Ruby applications || airbrake,crash-reporting,error-monitoring,ruby",LogicMonitor,Organization,0.356146370953786,0.435938167573479,0.368088554175208
1892,1893,root,"The official repository for ROOT: analyzing, storing and visualizing big data, scientifically || data-analysis,root-cern,root,c-plus-plus,python,physics,statistics,mathematics,machine-learning,interpreter,cling,graphics,visualization,geometry,parallel",Root Project,Organization,0.393089629426385,0.520537801887704,0.4474095517516
1893,1894,airhornbot,The only bot for Discord you'll ever need. || ,Discord,Organization,0.337506624478434,0.419882279659733,0.463115713534061
1894,1895,vespa,"The open big data serving engine. https://vespa.ai || vespa,search-engine,big-data,ai,serving,serving-recommendation,machine-learning,server,tensorflow,java,cpp",Vespa.ai,Organization,0.537554452757675,0.441422701675256,0.503896939627168
1895,1896,human-pose-estimation.pytorch,"The project is an official implement of our ECCV2018 paper  ""Simple Baselines for Human Pose Estimation and Tracking(https://arxiv.org/abs/1804.06208)"" || human-pose-estimation,deep-learning,coco-keypoints-detection,mpii-dataset,mscoco-keypoint",Microsoft,Organization,0.452537008081113,0.454045697906789,0.404712424810699
1898,1899,Deep-Image-Analogy,"The source code of 'Visual Attribute Transfer through Deep Image Analogy'. || style-transfer,deep-learning",Microsoft,Organization,0.383114475733732,0.409356265835824,0.380601207277307
1899,1900,aichallenge,The source code that drives the AI Challenge || ,aichallenge,Organization,0.33846481377486,0.400633895894865,0.358177515341146
1900,1901,fsdl-text-recognizer-project,The source repository is at https://github.com/full-stack-deep-learning/fsdl-text-recognizer || deep-learning,full-stack-deep-learning,Organization,0.363991373361392,0.432074071501167,0.374328334221547
1903,1904,cv4j,"The target is to set up a high quality and real-time image process and machine learning library which is implemented in pure java. The framework can run application on java desktop and android platform. || java,cv,rxjava2,android,kotlin",imageprocessor,Organization,0.348943476967484,0.395266265851349,0.378088185069213
1908,1909,caffe,"This fork of BVLC/Caffe is dedicated to improving performance of this deep learning framework when running on CPU, in particular Intel® Xeon processors. || ",Intel,Organization,0.350366857724776,0.452586579304139,0.413692928571388
1914,1915,merlin,"This is now the official location of the Merlin project. || merlin,speech-synthesis,text-to-speech,voice-conversion,deep-learning,python,theano,tensorflow,keras",The University of Edinburgh,Organization,0.374606403564767,0.439324288337077,0.438283968203387
1920,1921,plato-research-dialogue-system,"This is the Plato Research Dialogue System, a flexible platform for developing conversational AI agents. || nlp,conversational-ai,dialogue-systems,conversational-ui,conversational-agent,machine-learning,deep-learning",Uber,Organization,0.35562548648419,0.402216237740625,0.375580310396562
1922,1923,uis-rnn,"This is the library for the Unbounded Interleaved-State Recurrent Neural Network (UIS-RNN) algorithm, corresponding to the paper Fully Supervised Speaker Diarization. || speaker-diarization,uis-rnn,speaker-recognition,supervised-learning,clustering,supervised-clustering,machine-learning",Alphabet,Organization,0.384716176057425,0.418283542495094,0.431785438020116
1926,1927,d2l-pytorch,"This project reproduces the book Dive Into Deep Learning (https://d2l.ai/), adapting the code from MXNet into PyTorch. || deep-learning,d2l,data-science,pytorch-implmention,book,nlp,computer-vision,pytorch,mxnet,dive-into-deep-learning",dsgiitr,Organization,0.547950546626236,0.54753225644561,0.521011211259273
1930,1931,awesome-artificial-intelligence-guidelines,"This repository aims to map the ecosystem of artificial intelligence guidelines, principles, codes of ethics, standards, regulation and beyond. || ethics-frameworks,machine-learning,data-protection,principles,regulation,institute-for-ethical-ai,ethical-ai,ai-ethics,data-ethics,privacy,guidelines,ai,ai-guidelines,ai-policy,machine-learning-guidelines",Institute for Ethical Machine Learning,Organization,0.330702389874672,0.383341050086609,0.352030807411142
1931,1932,BMW-TensorFlow-Training-GUI,"This repository allows you to get started with a gui based training a State-of-the-art Deep Learning model with little to no configuration needed! NoCode training with TensorFlow has never been so easy. || tensorflow,deep-learning,object-detection,computer-vision,gui,tensorflow-training,tensorflow-gui,deeplearning,objectdetection,rest-api,computervision,nvidia-docker,tensorboard,detection-api,inference-api,docker,neural-network,resnet,deep-neural-networks,no-code",BMW,Organization,0.34687689855754,0.394321064798643,0.364361202902065
1932,1933,BMW-YOLOv4-Training-Automation,"This repository allows you to get started with training a state-of-the-art Deep Learning model with little to no configuration needed!  You provide your labeled dataset or label your dataset using our BMW-LabelTool-Lite and you can start the training right away and monitor it in many different ways like TensorBoard or a custom REST API and GUI. NoCode training with YOLOv4 and YOLOV3 has never been so easy. || yolov3,automation,deep-learning,object-detection,objectdetection,computervision,rest-api,yolo,deeplearning,yolo-gui,yolo-tensorboard,darknet,docker,tensorboard,monitoring,neural-network,alexeyab-darknet,gui,yolov4,no-code",BMW,Organization,0.334320291354132,0.391174915686588,0.35448495996286
1943,1944,crfasrnn,This repository contains the source code for the semantic image segmentation method described in the ICCV 2015 paper: Conditional Random Fields as Recurrent Neural Networks. http://crfasrnn.torr.vision/ || ,University of Oxford,Organization,0.383981817304285,0.448213141435544,0.411122240420513
1947,1948,tf-estimator-tutorials,"This repository includes tutorials on how to use the TensorFlow estimator APIs to perform various ML tasks, in a systematic and standardised way || tensorflow,machine-learning,python",Alphabet,Organization,0.340576507953683,0.409197261973657,0.374328334221547
1949,1950,EdgeML,"This repository provides code for machine learning algorithms for edge devices developed at Microsoft Research India. || iot-device,sensor,edge-machine-learning,resource-constrained-ml,machine-learning-algorithms,microsoft-research,machine-learning,tensorflow,deep-learning,edge-computing,microsoft,edge-devices,classifier,emi-rnn,pytorch,bonsai,protonn,fastgrnn,cpp,fastrnn",Microsoft,Organization,0.372025972801987,0.422603155994306,0.414979668445986
1951,1952,aiexperiments-drum-machine,"Thousands of everyday sounds, organized using machine learning. || ",Alphabet,Organization,0.33776203894448,0.389133716604673,0.373077681850533
1952,1953,forecasting,"Time Series Forecasting Best Practices & Examples || forecasting,time-series,best-practices,machine-learning,deep-learning,azure-ml,automl,demand-forecasting,retail,python,jupyter-notebook,r,lightgbm,dilated-cnn,prophet,tidyverse,hyperparameter-tuning,model-deployment,artificial-intelligence",Microsoft,Organization,0.422934843826231,0.423564354679333,0.40983831879612
1955,1956,tract,"Tiny, no-nonsense, self-contained, Tensorflow and ONNX inference || tensorflow,onnx,neural-networks,artificial-intelligence,rust-library,rust",Sonos,Organization,0.360911738971737,0.389761454933007,0.34714103765452
1956,1957,uTensor,"TinyML AI inference library || tensorflow,mbed,machine-learning,deep-learning,cortex-m,edge-computing,microcontroller,embedded,iot-middleware,iot",uTensor,Organization,0.383648155353648,0.402057930962637,0.427895046102463
1957,1958,releasing-research-code,"Tips for releasing research code in Machine Learning (with official NeurIPS 2020 recommendations) || machine-learning,awesome-list,neurips,neurips-2020",paperswithcode,Organization,0.406453525204296,0.451128100701905,0.365602248866385
1959,1960,lightning-bolts,"Toolbox of models, callbacks, and datasets for AI/ML researchers. || pytorch,ai,machine-learning,image-processing,natural-language-processing,supervised-learning,gan",PyTorchLightning,Organization,0.361631705228672,0.401583107121655,0.336232706257162
1960,1961,awesome-robotic-tooling,"Tooling for professional robotic development in C++ and Python with a touch of ROS, autonomous driving and aerospace: https://freerobotics.tools/ || ros,robotics,python,cplusplus,ros2,robot,awesome-list,awesome,slam,machine-learning,point-cloud,cpp,self-driving-car,autonomous-driving,aerospace,robotic,automotive,lidar,artificial-intelligence,mapping",protontypes,Organization,0.405030669034347,0.417005522764154,0.427895046102463
1961,1962,texar,"Toolkit for Machine Learning, Natural Language Processing, and Text Generation, in TensorFlow.  This is part of the CASL project: http://casl-project.ai/ || machine-learning,natural-language-processing,tensorflow,deep-learning,text-generation,python,machine-translation,dialog-systems,texar,bert,gpt-2,xlnet,text-data,data-processing,casl-project",Consortium For Advanced Simulation of Light Water Reactors,Organization,0.441689203521839,0.429822988113032,0.405992402995092
1962,1963,OpenSeq2Seq,"Toolkit for efficient experimentation with Speech Recognition, Text2Speech and NLP || neural-machine-translation,multi-gpu,deep-learning,sequence-to-sequence,seq2seq,multi-node,speech-recognition,speech-to-text,mixed-precision,float16,speech-synthesis,text-to-speech,language-model,tensorflow",NVIDIA,Organization,0.389734069413649,0.42773473561426,0.420135620946352
1963,1964,tf-operator,Tools for ML/Tensorflow on Kubernetes. || ,Kubeflow,Organization,0.356863025481106,0.435132630410174,0.408555363189562
1966,1967,gensim,"Topic Modelling for Humans || gensim,topic-modeling,information-retrieval,machine-learning,natural-language-processing,nlp,data-science,python,data-mining,word2vec,word-embeddings,neural-network,document-similarity,word-similarity,fasttext",RARE Technologies,Organization,0.945063069742336,0.90664971346616,0.825767978592395
1971,1972,DeepOSM,Train a deep learning net with OpenStreetMap features and satellite imagery. || ,trailbehind,Organization,0.38058254210163,0.403008011743318,0.41626732103548
1973,1974,training_extensions,"Trainable models and NN optimization tools || openvino,computer-vision,deep-learning,tensorflow,pytorch,neural-networks-compression,detection,ssd,segmentation,text-detection,text-recognition,face-recognition,super-resolution,quantization,sparsity",Intel,Organization,0.354844665313039,0.427895299350299,0.369333789551984
1975,1976,opacus,"Training PyTorch models with differential privacy || differential-privacy,privacy-preserving-machine-learning,deep-learning,machine-learning,neural-network",Facebook,Organization,0.35146818521123,0.392589815196226,0.34714103765452
1976,1977,sru,"Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755) || pytorch,deep-learning,recurrent-neural-networks,nlp",asappresearch,Organization,0.426426489260198,0.418763023172686,0.391970832135738
1980,1981,m2cgen,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart, Haskell, Ruby) with zero dependencies || machine-learning,machine-learning-algorithms,machine-learning-library,scikit-learn,statistical-learning,xgboost,lightgbm,java,python,c,javascript,go,csharp,php,r,dartlang,statsmodels,lightning,haskell,ruby",BayesWitnesses,Organization,0.417401817937835,0.397631954494181,0.359411341200661
1982,1983,translate,"Translate - a PyTorch Language Library || artificial-intelligence,machine-learning,onnx,pytorch",Facebook,Organization,0.34301435729512,0.401583107121655,0.359411341200661
1986,1987,TransmogrifAI,"TransmogrifAI (pronounced trăns-mŏgˈrə-fī) is an AutoML library for building modular, reusable, strongly typed machine learning workflows on Apache Spark with minimal hand-tuning || ml,automl,transformations,estimators,dsl,pipelines,machine-learning,scala,salesforce,einstein,features,feature-engineering,spark,sparkml,ai,automated-machine-learning,transmogrification,transmogrify,structured-data,transformers",Salesforce,Organization,0.431159623721262,0.430626688547908,0.494676580425321
1988,1989,trax,"Trax — Deep Learning with Clear Code and Speed || jax,numpy,deep-learning,deep-reinforcement-learning,machine-learning,transformer,reinforcement-learning",Alphabet,Organization,0.713314551470423,0.470621023075492,0.489408764500325
1989,1990,tribuo,"Tribuo - A Java machine learning library || machine-learning,java,deep-learning,classification,regression,clustering,nlp,ml",Oracle,Organization,0.35718894479021,0.392432533641148,0.375580310396562
1991,1992,turicreate,"Turi Create simplifies the development of custom machine learning models. || machine-learning,deep-learning,python",Apple,Organization,0.898840536543311,0.550610378765699,0.751758123071498
1996,1997,h2o-tutorials,"Tutorials and training material for the H2O Machine Learning Platform || h2o,tutorial,machine-learning,data-science,deep-learning,python,r",H2O.ai,Organization,0.384449088496155,0.535030402304212,0.634294661390837
1998,1999,susi_tweetbot,Twitter Bot for Susi http://susi.ai || ,FOSSASIA,Organization,0.387657724784514,0.378818941200448,0.325460549074342
2001,2002,Airtest,"UI Automation Framework for Games and Apps || automated-testing,game,unity3d,android,automation,test-automation,test-framework,ios,windows",Airtest Project,Organization,0.641052199644568,0.506670886697553,0.578465984429275
2006,2007,TuSimple-DUC,"Understanding Convolution for Semantic Segmentation || semantic-segmentation,deep-neural-networks,mxnet,cityscapes,convolution,deep-learning,python",TuSimple,Organization,0.334702027290874,0.391017793118071,0.335028931633978
2008,2009,ml-agents,"Unity Machine Learning Agents Toolkit || reinforcement-learning,unity3d,deep-learning,unity,deep-reinforcement-learning,neural-networks",Unity Technologies,Organization,0.924236420780961,0.818800464632649,0.896965794399279
2009,2010,universe,"Universe: a software platform for measuring and training an AI's general intelligence across the world's supply of games, websites and other applications. || ",OpenAI,Organization,0.772021115700838,0.518255099912809,0.859091842056197
2010,2011,voicefilter,"Unofficial PyTorch implementation of Google AI's VoiceFilter system || source-separation,audio-separation,speech-separation,pytorch,voicefilter",maum.ai,Organization,0.34417142057774,0.399369194041402,0.344705601831862
2016,2017,sentencepiece,"Unsupervised text tokenizer for Neural Network-based text generation. || neural-machine-translation,natural-language-processing,word-segmentation",Alphabet,Organization,0.644247212890162,0.48577906229863,0.45002220057747
2017,2018,causalml,"Uplift modeling and causal inference with machine learning algorithms || incubation,machine-learning,causal-inference,uplift-modeling",Uber,Organization,0.432602140064391,0.42068214607726,0.378088185069213
2020,2021,dreamtime,"Use artificial intelligence to create fake nudes. || deepnude,nuxtjs,dreamnet,electron,fake-nudes",dreamnettech,Organization,0.353090049819811,0.422122729039314,0.45002220057747
2023,2024,addons,"Useful extra functionality for TensorFlow 2.x maintained by SIG-addons || machine-learning,deep-learning,tensorflow,neural-network,tensorflow-addons,python",TensorFlow,Organization,0.382514351277034,0.448375011764008,0.376833598113597
2035,2036,keepsake,"Version control for machine learning || version-control,machine-learning",Replicate.ai,Organization,0.394770410183217,0.381935902892609,0.318358574691863
2036,2037,susi_viberbot,Viberbot for SUSI AI http://susi.ai || ,FOSSASIA,Organization,0.385651412697058,0.374933816481325,0.329035655890364
2038,2039,VoTT,"Visual Object Tagging Tool: An electron app for building end to end Object Detection Models from Images and Videos.  || cntk,video-tagging,deep-learning,object-detection,labeling,detection,tagging,taggingtools,imagetagger,image-tagging,detection-model,tensorflow-object-detection-api,annotation-tool,image-annotation",Microsoft,Organization,0.525532805293953,0.484147789645433,0.442191205770946
2039,2040,tabnine-vscode,"Visual Studio Code client for Tabnine. https://marketplace.visualstudio.com/items?itemName=TabNine.tabnine-vscode || vscode,vscode-extension,autocomplete,gpt-2,artificial-intelligence,javascript,python,typescript,rust,java,c,cpp,swift,ruby,php,lua,bash,golang",Tabnine,Organization,0.352311219560134,0.388192651925169,0.341064511460443
2041,2042,yellowbrick,"Visual analysis and diagnostic tools to facilitate machine learning model selection. || machine-learning,visual-analysis,model-selection,visualization,scikit-learn,visualizer,matplotlib,python,estimator,anaconda",DistrictDataLabs,Organization,0.517319038988373,0.451290121668718,0.438283968203387
2042,2043,Hierarchical-Localization,"Visual localization made easy with hloc || deep-learning,visual-localization,feature-matching,image-retrieval,structure-from-motion,pose-estimation,superglue","Swiss Federal Institute of Technology, Zurich",Organization,0.36918753412182,0.398105547372449,0.391970832135738
2043,2044,pytracking,"Visual tracking library based on PyTorch. || computer-vision,tracking,machine-learning,visual-tracking",visionml,Organization,0.403067838289084,0.431430676428677,0.39832807816875
2046,2047,facets,"Visualizations for machine learning datasets || machine-learning,data-visualization",Alphabet,Organization,0.734800548048246,0.509445451851861,0.658834929633991
2049,2050,keras-attention,"Visualizing RNNs using the attention mechanism || recurrent-neural-networks,attention-mechanism,deep-learning,deep-neural-networks,machine-learning,natural-language-processing,translation",Datalogue,Organization,0.343399882168674,0.411424663952888,0.338645289216042
2050,2051,Vitis-AI,"Vitis AI is Xilinx’s development stack for AI inference on Xilinx hardware platforms, including both edge devices and Alveo cards. || ",Xilinx,Organization,0.333112592369844,0.422443000846335,0.380601207277307
2051,2052,vowpal_wabbit,"Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as online, hashing, allreduce, reductions, learning2search, active, and interactive learning.   || c-plus-plus,machine-learning,online-learning,contextual-bandits,reinforcement-learning,active-learning,learning-to-search,cpp",Vowpal Wabbit,Organization,0.787141650468564,0.652149950545216,0.767170296049541
2055,2056,WasmEdge,"WasmEdge Runtime is a high-performance, extensible, and hardware optimized WebAssembly Virtual Machine for automotive, cloud, AI, and blockchain applications. || webassembly,wasm,artificial-intelligence,rust-lang,polkadot,cncf,cloud,cloud-native,edge-computing,automobile,iot,rtos,ewasm",WasmEdge,Organization,0.359865395151979,0.382248024169907,0.329035655890364
2057,2058,svoice,"We provide a PyTorch implementation of the paper Voice Separation with an Unknown Number of Multiple Speakers In which, we present a new method for separating a mixed audio sequence, in which multiple voices speak simultaneously. The new method employs gated neural networks that are trained to separate the voices at multiple processing steps, while maintaining the speaker in each output channel fixed. A different model is trained for every number of possible speakers, and the model with the largest number of speakers is employed to select the actual number of speakers in a given sample. Our method greatly outperforms the current state of the art, which, as we show, is not competitive for more than two speakers.  || ",Facebook,Organization,0.347199503214547,0.387722365264819,0.341064511460443
2058,2059,weaviate,"Weaviate is a cloud-native, modular, real-time vector search engine || graphql,weaviate,contextual-search,search-engine,classification,semantic-search,semantic-search-engine,vectors,knn-search,machine-learning,vector-search,vector-search-engine,vector-database,deep-learning,deep-search,restful-api,neural-search,search-engines,database",seMI Technologies,Organization,0.38291440299683,0.384435005358087,0.350806030958278
2059,2060,airpal,Web UI for PrestoDB. || ,Airbnb,Organization,0.482196561148047,0.448536890687983,0.604112561621912
2060,2061,semantic-segmentation-editor,"Web labeling tool for bitmap images and point clouds || labeling-tool,machine-learning,manual-annotations,semantic-segmentation,pcd,image-labeling,image-labeling-tool,pointcloud",Hitachi-Automotive-And-Industry-Lab,Organization,0.360846311881145,0.42068214607726,0.364361202902065
2061,2062,pattern,"Web mining module for Python, with tools for scraping, natural language processing, machine learning, network analysis and visualization. || python,machine-learning,natural-language-processing,web-mining,wordnet,sentiment-analysis,network-analysis",University of Antwerp,Organization,0.806491462338171,0.623627526989618,0.912593611769464
2062,2063,tfjs-core,"WebGL-accelerated ML // linear algebra // automatic differentiation for JavaScript. || deep-learning,typescript,webgl,javascript,machine-learning,neural-network,deep-neural-networks,gpu-acceleration",TensorFlow,Organization,0.831979873110376,0.531776995980211,0.697856242813627
2063,2064,aiortc,"WebRTC and ORTC implementation for Python using asyncio || webrtc,ortc,data-channel,python,asyncio,webrtc-libraries",aiortc,Organization,0.459742886850253,0.438517656744205,0.407273386849989
2064,2065,webots,"Webots Robot Simulator || robotics,robot,simulator,simulation,ros,physics-engine,3d-engine,fluid-dynamics,multi-platform,autonomous-vehicles,computer-vision,ai,webots,robot-simulator,simulated-robots,robotics-simulation,robots,open-source",cyberbotics,Organization,0.391075322747036,0.503243051602916,0.374328334221547
2065,2066,botframework-solutions,"Welcome to the Bot Framework Solutions repository which is the home for a set of templates and solutions to help build advanced conversational experiences using Azure Bot Service and Bot Framework. Microsoft Bot Framework is a comprehensive framework for building enterprise-grade conversational AI experiences. || bot,bot-framework,azure-bot-service,assistant,conversation-experiences,virtual-assistant,conversation,conversational-ui,conversational-agents,conversational-bots,conversational-ai,conversational-interfaces,virtualassistant,virtual,va,skills,microsoft",Microsoft,Organization,0.361238935445353,0.452748672345103,0.443494888400606
2069,2070,argo-workflows,"Workflow engine for Kubernetes || workflow,kubernetes,argo,dag,knative,airflow,machine-learning,argo-workflows,workflow-engine",Cloud Native Computing Foundation,Organization,0.839291252944322,0.625024782000831,0.532838792186006
2070,2071,xai,"XAI - An eXplainability toolbox for machine learning || explainability,xai,ml,ai,bias,artificial-intelligence,bias-evaluation,explainable-ai,explainable-ml,machine-learning,machine-learning-explainability,interpretability,xai-library,evaluation,imbalance,upsampling,downsampling,feature-importance",Institute for Ethical Machine Learning,Organization,0.339232119306498,0.389290624130756,0.35448495996286
2072,2073,darknet_ros,"YOLO ROS: Real-Time Object Detection for ROS || object-detection,human-detection,deep-learning,yolo,darknet,ros,computer-vision,darknet-ros",ETH Zurich,Organization,0.37705970838238,0.495570741036677,0.364361202902065
2074,2075,yolov3,"YOLOv3 in PyTorch > ONNX > CoreML > TFLite || yolov3,object-detection,pytorch,yolo,onnx,coreml,ios,tflite,yolov4,yolov5,deep-learning,machine-learning,ml",Ultralytics,Organization,0.776065999705108,0.785382449710365,0.501262548304056
2075,2076,yolov5,"YOLOv5 in PyTorch > ONNX > CoreML > TFLite || yolov3,yolov4,yolov5,object-detection,pytorch,onnx,coreml,ios,tflite,yolo,deep-learning,machine-learning,ml",Ultralytics,Organization,0.94648539035974,0.924992316147335,0.570701289820055
2076,2077,yolov5,"YOLOv5 in PyTorch > ONNX > CoreML > TFLite || yolov3,yolov4,yolov5,object-detection,pytorch,onnx,coreml,ios,tflite,yolo,deep-learning,machine-learning,ml",Ultralytics,Organization,0.946504409180336,0.924992316147335,0.570701289820055
2079,2080,Virgilio,"Your new Mentor for Data Science E-Learning. || tensorflow,machine-learning,machine-vision,datascience,scikit-learn,python,guide,guidelines,path,study,studypath,learning,learning-python,computer-vision,nlp,statistics,business-intelligence,data-science,virgilio,hacktoberfest",virgili0,Organization,0.960472733097463,0.75831371195894,0.98298074896183
2080,2081,zenml,"ZenML 🙏: MLOps framework to create reproducible ML pipelines for production machine learning. || mlops,machine-learning,data-science,production-ready,devops-tools,zenml,pipelines,metadata-tracking",maiot-io,Organization,0.373745629369467,0.382872496132557,0.335028931633978
2081,2082,SR-GNN,"[AAAI 2019] Source code and datasets for ""Session-based Recommendation with Graph Neural Networks"" || session-based-recommendation,recommender-systems,graph-neural-networks,machine-learning",Center for Research on Intelligent Perception and Computing,Organization,0.334574762970706,0.404434205572606,0.317181284207518
2087,2088,monodepth2,"[ICCV 2019] Monocular depth estimation from a single image || depth-estimation,neural-network,deep-learning,self-supervision,pytorch,monodepth,computer-vision",Niantic,Organization,0.453229240411446,0.470458225037123,0.379344058918874
2092,2093,NiftyNet,"[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-guided therapy || tensorflow,distributed,ml,neural-network,python,python2,python3,pip,deep-neural-networks,deep-learning,convolutional-neural-networks,medical-imaging,medical-image-computing,medical-image-processing,medical-images,segmentation,gan,autoencoder,medical-image-analysis,image-guided-therapy",NifTK,Organization,0.381248349627255,0.434810490715724,0.414979668445986
2095,2096,singa,a distributed deep learning platform || deep-learning,Apache,Organization,0.448594100195817,0.478766620337198,0.461804324596935
2099,2100,aiomysql,"aiomysql is a library for accessing a MySQL database from the asyncio || asyncio,mysql,mariadb,sqlalchemy",aio-libs,Organization,0.382714361494569,0.406179055598246,0.361883383941549
2100,2101,aiopg,"aiopg is a library for accessing a PostgreSQL database from the asyncio || asyncio,postgresql,sqlalchemy",aio-libs,Organization,0.372025972801987,0.39510868938026,0.353257120898295
2105,2106,aioredis-py,"asyncio (PEP 3156) Redis support || python-3,asyncio,redis,redis-sentinel,python,redis-client,aioredis,python3,python36,python37,python38,python39",aio-libs,Organization,0.413926360137459,0.412858079093097,0.359411341200661
2106,2107,aiokafka,"asyncio client for kafka || asyncio,kafka,kafka-client",aio-libs,Organization,0.335657114150918,0.39447855526346,0.336232706257162
2107,2108,aiobotocore,"asyncio support for botocore library using aiohttp || asyncio,aiohttp,botocore,aws,aws-sdk,cloud-management,cloud",aio-libs,Organization,0.34076872942042,0.392589815196226,0.333826849278098
2108,2109,behaviac,"behaviac is a framework of the game AI development, and it also can be used as a rapid game prototype design tool. behaviac supports the behavior tree, finite state machine and hierarchical task network(BT, FSM, HTN) || bt,behavior-tree,behavior-trees,fsm,htn,game,unity,game-ai",Tencent,Organization,0.439000971268941,0.483821566076248,0.56420961430217
2110,2111,panda,code powering the comma.ai panda || ,Comma.ai,Organization,0.366487739568244,0.445947874278954,0.439585731784291
2113,2114,cuml,"cuML - RAPIDS Machine Learning Library || machine-learning-algorithms,machine-learning,cuda,gpu,nvidia",RAPIDS,Organization,0.444587226139114,0.426771605406909,0.394510374937764
2116,2117,dabnn,dabnn is an accelerated binary neural networks inference framework for mobile platform || ,JD AI Research,Organization,0.342243797983435,0.386782286559262,0.348361134743344
2122,2123,courses,fast.ai Courses || ,fast.ai,Organization,0.648664330046109,0.791423373518219,0.71714305662033
2123,2124,fastai_dev,fast.ai early development experiments || ,fast.ai,Organization,0.336932215716798,0.428377062098297,0.384380174949149
2124,2125,fastNLP,"fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation. || natural-language-processing,deep-learning,nlp-library,nlp-parsing,chinese-nlp,text-classification,text-processing",fastnlp,Organization,0.442034045692982,0.43320044548659,0.400878655652347
2125,2126,fklearn,"fklearn: Functional Machine Learning || data-science,machine-learning,python,data-analysis,ml",nubank,Organization,0.383714880851039,0.395581470152186,0.394510374937764
2126,2127,gradslam,"gradslam is an open source differentiable dense SLAM library for PyTorch || slam,deep-learning,machine-learning,robotics,3d-reconstruction",gradslam,Organization,0.356732686990281,0.389918434527725,0.358177515341146
